"state","s_fips","county","c_fips","ttl_pop","male_pop","female_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income"
"MISSISSIPPI",28,"PEARL RIVER COUNTY",109,55219,27311,27908,40.9,39.5,42.7,46246,7055,315,137,0,323,1143,45177,1709,1069,9,46901
"MISSOURI",29,"LAWRENCE COUNTY",109,38204,18918,19286,39.4,38.5,40,36225,184,313,14,60,629,779,34040,2847,2185,0,44742
"MONTANA",30,"WIBAUX COUNTY",109,1122,524,598,47.1,50.7,45.9,1101,0,13,8,0,0,0,1046,55,55,0,53958
"NEBRASKA",31,"LANCASTER COUNTY",109,313158,157231,155927,33.5,32.7,34.4,269630,12501,2147,13153,241,4248,11238,254337,22068,15293,560,60527
"NEW YORK",36,"TOMPKINS COUNTY",109,102642,50677,51965,31.1,29.7,33.1,82359,3859,224,9964,57,1666,4513,79161,5294,3198,284,60240
"NORTH CAROLINA",37,"LINCOLN COUNTY",109,82919,41244,41675,43.3,42.1,44.5,74133,4125,201,593,42,2019,1806,70326,6014,3807,26,57536
"OHIO",39,"MIAMI COUNTY",109,105371,52106,53265,41.3,40.2,42.9,98717,2130,147,1317,6,253,2801,97248,1774,1469,2,61041
"OKLAHOMA",40,"OKLAHOMA COUNTY",109,787216,385353,401863,34.6,33.5,35.7,539029,117836,22796,26573,807,28683,51492,440742,136829,98287,1721,54520
"PENNSYLVANIA",42,"SNYDER COUNTY",109,40483,20143,20340,40.2,39.2,41.5,39022,425,30,275,0,221,510,38493,867,529,52,58997
"SOUTH DAKOTA",46,"ROBERTS COUNTY",109,10287,5267,5020,38.1,37.6,38.9,5932,62,3962,11,0,91,229,5811,357,121,0,50348
"TENNESSEE",47,"MCNAIRY COUNTY",109,25844,12548,13296,43.5,42,44.4,23639,1428,49,54,0,105,569,23210,545,429,1,39161
"TEXAS",48,"CULBERSON COUNTY",109,2214,1260,954,34.4,31.8,40.3,1733,3,1,13,0,402,62,562,1573,1171,0,37900
"ARKANSAS",5,"PIKE COUNTY",109,10756,5312,5444,43.1,42.6,43.8,9774,439,56,61,0,279,147,9398,700,376,0,40401
"VIRGINIA",51,"LOUISA COUNTY",109,36040,17679,18361,44.8,44.1,45.6,28710,5359,89,208,0,420,1254,28126,1059,584,55,60975
"WEST VIRGINIA",54,"WYOMING COUNTY",109,21281,10477,10804,44.6,43.3,46,20716,262,0,54,0,25,224,20674,67,42,0,42332
"WISCONSIN",55,"ST. CROIX COUNTY",109,88732,44328,44404,38.9,38.3,39.8,85085,710,173,869,1,305,1589,83326,2134,1759,0,84756
"CALIFORNIA",6,"TUOLUMNE COUNTY",109,54045,28112,25933,48.4,45.4,51.2,47447,984,965,754,123,1406,2366,43341,6617,4106,36,60108
"COLORADO",8,"SAGUACHE COUNTY",109,6592,3283,3309,49,49.4,48.1,5948,33,130,0,0,189,292,3862,2394,2086,0,38571
"ALABAMA",1,"BULLOCK COUNTY",11,10248,5571,4677,40.2,38.5,42.4,2244,7666,0,50,0,210,78,2191,262,53,0,37785
"FLORIDA",12,"BROWARD COUNTY",11,1926205,938043,988162,40.4,39.2,41.5,1170083,551097,5104,68988,1227,65968,63738,698805,574289,471278,20107,59547
"GEORGIA",13,"BANKS COUNTY",11,18708,9400,9308,41.1,40.5,42.3,17392,486,100,210,0,322,198,16425,1289,967,0,47811
"IDAHO",16,"BINGHAM COUNTY",11,45839,22914,22925,33.6,33.4,33.8,37701,143,2936,263,24,3197,1575,33799,8247,3902,13,55472
"ILLINOIS",17,"BUREAU COUNTY",11,33122,16334,16788,44.4,43,45.7,30937,350,65,291,3,1022,454,29047,3029,1890,12,57436
"INDIANA",18,"BOONE COUNTY",11,65544,32417,33127,38.1,37,39.1,60837,1137,140,1943,0,362,1125,59387,1966,1450,0,83077
"IOWA",19,"BENTON COUNTY",11,25636,12788,12848,42.6,41.6,43.5,24852,143,41,85,0,179,336,24618,386,234,10,67729
"KANSAS",20,"BOURBON COUNTY",11,14608,7198,7410,39.1,36.6,42,13499,416,38,111,0,12,532,13159,390,340,4,43917
"KENTUCKY",21,"BATH COUNTY",11,12355,6142,6213,40.6,39.5,41,11921,188,14,58,0,17,157,11745,206,176,0,44898
"LOUISIANA",22,"BEAUREGARD PARISH",11,37043,18833,18210,37.4,35.6,39.2,30920,4620,179,180,10,100,1034,29722,1387,1198,43,53209
"MAINE",23,"KENNEBEC COUNTY",11,121753,59400,62353,44.4,43.1,45.5,116530,1039,661,1108,85,224,2106,115148,1900,1382,117,55365
"MARYLAND",24,"CAROLINE COUNTY",11,33049,16170,16879,39.7,38.6,40.6,26405,4666,130,229,0,733,886,24967,2417,1438,191,58638
"MASSACHUSETTS",25,"FRANKLIN COUNTY",11,70577,34374,36203,46.7,44.9,48,65480,1066,209,908,106,967,1841,64012,2835,1468,97,60950
"MICHIGAN",26,"ARENAC COUNTY",11,15070,7635,7435,50,49.3,51,14500,62,198,55,0,20,235,14263,304,237,0,42290
"MINNESOTA",27,"BIG STONE COUNTY",11,4996,2488,2508,49,46.2,51.2,4878,3,14,3,0,7,91,4799,91,79,0,53900
"MISSISSIPPI",28,"BOLIVAR COUNTY",11,31848,15012,16836,35.6,33.6,38.1,10497,20453,40,286,0,424,148,10340,687,157,70,29854
"MISSOURI",29,"BARTON COUNTY",11,11797,5818,5979,41.3,39.8,43.2,10959,35,291,4,9,23,476,10905,187,54,0,44125
"MONTANA",30,"CARTER COUNTY",11,1331,683,648,47.8,48,47.6,1290,0,10,0,0,0,31,1289,1,1,0,48000
"NEBRASKA",31,"BOONE COUNTY",11,5279,2611,2668,44.8,43.1,46.4,5195,17,6,29,3,2,27,5087,115,108,0,54979
"NEVADA",32,"EUREKA COUNTY",11,1859,939,920,47.7,47.2,48.1,1744,1,94,13,0,7,0,1671,81,73,0,67105
"NEW HAMPSHIRE",33,"HILLSBOROUGH COUNTY",11,413035,205394,207641,40.7,39.6,41.8,369394,12025,477,16694,218,3835,10392,348800,27970,20594,2370,81460
"NEW JERSEY",34,"CUMBERLAND COUNTY",11,151906,77686,74220,37.6,36.3,39.4,103397,29551,1278,2189,23,9237,6231,70499,46643,32898,2061,54149
"NEW MEXICO",35,"DE BACA COUNTY",11,2040,1043,997,35.4,33.6,36.3,1364,32,5,7,0,457,175,906,1091,458,0,31625
"NEW YORK",36,"CAYUGA COUNTY",11,77425,39757,37668,42.9,40.9,44.8,71056,3303,106,441,5,604,1910,69753,2286,1303,128,58377
"NORTH CAROLINA",37,"AVERY COUNTY",11,17506,9616,7890,45.2,43.3,48.2,16109,693,231,77,4,220,172,15534,886,575,9,40340
"NORTH DAKOTA",38,"BOWMAN COUNTY",11,3148,1561,1587,41,41.3,40.7,3026,1,37,0,3,40,41,2917,172,109,0,62442
"OHIO",39,"AUGLAIZE COUNTY",11,45729,22693,23036,41.1,40.2,42,44142,292,95,216,3,400,581,43736,770,406,1,64074
"ARIZONA",4,"GREENLEE COUNTY",11,9522,4984,4538,34.5,34.3,34.8,8715,209,369,52,0,126,51,4439,4456,4276,14,63473
"OKLAHOMA",40,"BLAINE COUNTY",11,9556,5091,4465,43.5,40.6,45.8,7608,399,721,2,0,294,532,6946,1063,662,22,45792
"OREGON",41,"COOS COUNTY",11,63686,31494,32192,48.6,47.5,49.7,56319,327,1349,652,33,1344,3662,54296,4139,2023,69,45051
"PENNSYLVANIA",42,"BERKS COUNTY",11,418025,205638,212387,39.9,38.3,41.2,344474,22697,2474,5850,63,23405,19062,299730,87914,44744,4969,63728
"SOUTH CAROLINA",45,"BARNWELL COUNTY",11,21346,10337,11009,41.3,37.8,43.7,10863,9785,45,36,11,421,185,10756,524,107,64,35803
"SOUTH DAKOTA",46,"BROOKINGS COUNTY",11,34601,17697,16904,27,27.4,26.5,31987,497,380,1060,0,178,499,31219,1063,768,45,58136
"TENNESSEE",47,"BRADLEY COUNTY",11,105749,51468,54281,39.5,38.1,40.6,95001,5358,149,1277,34,1914,2016,90403,6541,4598,304,51331
"TEXAS",48,"ARMSTRONG COUNTY",11,1973,982,991,46,43.3,47.3,1833,5,22,0,0,42,71,1763,149,70,0,72500
"UTAH",49,"DAVIS COUNTY",11,345767,174378,171389,31.1,30.1,32,311855,4603,1583,6143,2392,7618,11573,289872,33434,21983,250,83310
"ARKANSAS",5,"BRADLEY COUNTY",11,10874,5157,5717,40.6,39,41.5,7164,3135,125,7,0,426,17,6035,1673,1129,3,43184
"VERMONT",50,"FRANKLIN COUNTY",11,49116,24403,24713,40.4,39.6,41,46504,261,440,271,0,245,1395,46109,774,395,0,65485
"VIRGINIA",51,"APPOMATTOX COUNTY",11,15707,7599,8108,42.6,42.5,43.1,12263,3105,5,12,0,31,291,12052,260,211,10,58696
"WASHINGTON",53,"CLARK COUNTY",11,473252,233959,239293,38.4,37.4,39.3,400298,8409,2764,21752,3751,12214,24064,371450,45528,28848,535,75253
"WEST VIRGINIA",54,"CABELL COUNTY",11,94339,46172,48167,38.8,37,40.3,85501,4587,170,1283,16,566,2216,84759,1324,742,0,40028
"WISCONSIN",55,"BUFFALO COUNTY",11,13126,6683,6443,46.6,46.8,46.5,12720,95,57,12,0,114,128,12562,283,158,0,57829
"WYOMING",56,"CROOK COUNTY",11,7472,3745,3727,42.7,40.9,44.5,7142,10,99,51,0,8,162,7045,105,97,0,65132
"CALIFORNIA",6,"COLUSA COUNTY",11,21454,10994,10460,35.3,34.3,36.3,18949,327,225,309,38,997,609,7576,12738,11373,71,59401
"COLORADO",8,"BENT COUNTY",11,5787,3735,2052,40.2,39.4,44.1,5287,238,60,12,0,108,82,3667,1855,1620,27,30900
"CONNECTICUT",9,"NEW LONDON COUNTY",11,267390,134037,133353,41.4,39.3,43.8,215896,15537,1650,11091,84,8861,14271,202296,28213,13600,1654,73490
"ALASKA",2,"JUNEAU CITY AND BOROUGH",110,32227,16504,15723,38.1,37.6,38.4,21917,320,3409,2231,320,482,3548,20844,2186,1073,4,88390
"ALABAMA",1,"RANDOLPH COUNTY",111,22647,11057,11590,43.4,42.4,44.9,17452,4622,38,47,0,83,405,17052,668,400,167,43395
"FLORIDA",12,"ST. LUCIE COUNTY",111,312947,152727,160220,45.1,43.9,46.5,228616,63087,1284,6383,268,5796,7513,179397,59355,49219,2605,52322
"GEORGIA",13,"FANNIN COUNTY",111,25395,12319,13076,52.1,51.5,52.9,24517,63,34,94,27,198,462,24098,600,419,0,47997
"ILLINOIS",17,"MCHENRY COUNTY",111,307714,153295,154419,40.2,39.2,41.1,284009,4481,295,8601,56,4315,5957,249502,40266,34507,250,86799
"INDIANA",18,"NEWTON COUNTY",111,13992,6989,7003,43.1,42.8,43.4,13617,33,19,0,0,223,100,13006,898,611,0,55356
"IOWA",19,"LEE COUNTY",111,34227,17263,16964,43.1,41.5,45.1,32054,946,83,213,6,181,744,31082,1237,972,0,49564
"KANSAS",20,"LYON COUNTY",111,33251,16107,17144,33.4,32.5,34.2,29661,763,244,710,0,466,1407,23642,7059,6019,22,46338
"KENTUCKY",21,"JEFFERSON COUNTY",111,767419,370951,396468,38.3,36.7,40,549506,166794,1403,22040,385,7794,19497,517604,41742,31902,2115,56586
"LOUISIANA",22,"UNION PARISH",111,22353,11150,11203,42.1,41.2,44.8,15986,5533,62,33,6,352,381,15406,1049,580,0,44100
"MICHIGAN",26,"MIDLAND COUNTY",111,83355,41012,42343,41.8,39.9,43.5,77659,1167,358,1916,59,542,1654,76250,2289,1409,57,62625
"MINNESOTA",27,"OTTER TAIL COUNTY",111,58195,29326,28869,46.8,45.4,48.1,55244,870,289,348,2,566,876,53870,2017,1374,64,58682
"MISSISSIPPI",28,"PERRY COUNTY",111,12006,5847,6159,41.9,41.8,41.9,9488,2379,0,18,0,0,121,9312,181,176,0,42469
"MISSOURI",29,"LEWIS COUNTY",111,9955,5044,4911,40.6,39.7,41.5,9255,419,77,0,24,0,180,9220,47,35,0,45988
"MONTANA",30,"YELLOWSTONE COUNTY",111,159008,78348,80660,38.4,37.2,39.4,143434,1183,6966,1110,136,1044,5135,137320,8928,6114,419,61264
"NEBRASKA",31,"LINCOLN COUNTY",111,35263,17300,17963,41.1,39.9,41.9,33426,542,151,312,12,266,554,30936,3046,2490,104,59795
"NEW YORK",36,"ULSTER COUNTY",111,178665,88488,90177,44,42.7,45.4,151001,10780,395,3396,102,5515,7476,141235,18237,9766,934,64304
"NORTH CAROLINA",37,"MCDOWELL COUNTY",111,45227,22752,22475,43.9,41.7,46.3,41437,1628,155,415,0,976,616,39518,2766,1919,12,43646
"OHIO",39,"MONROE COUNTY",111,13942,6931,7011,46.5,46.5,46.5,13694,53,0,65,0,1,129,13543,168,151,0,45289
"OKLAHOMA",40,"OKMULGEE COUNTY",111,38749,19163,19586,39,36.7,40.9,25073,3168,5507,169,18,197,4617,24116,1623,957,41,42998
"PENNSYLVANIA",42,"SOMERSET COUNTY",111,74361,38821,35540,46.1,44.2,48.3,70757,1913,67,251,5,295,1073,70096,1115,661,93,49089
"SOUTH DAKOTA",46,"SANBORN COUNTY",111,2379,1235,1144,42.6,38,45,2292,0,19,11,0,34,23,2237,89,55,0,56875
"TENNESSEE",47,"MACON COUNTY",111,23842,11738,12104,39.4,36.9,40.4,22796,44,102,113,37,279,471,21903,1231,893,0,37430
"TEXAS",48,"DALLAM COUNTY",111,7304,3718,3586,31.7,32.1,31.6,6550,56,86,142,0,311,159,3626,3347,2924,0,58811
"ARKANSAS",5,"POINSETT COUNTY",111,23896,11644,12252,40.1,38.9,41.4,21113,1093,38,12,0,207,1433,20744,727,369,0,40921
"VIRGINIA",51,"LUNENBURG COUNTY",111,12282,6302,5980,45.3,44.1,46.6,7764,3830,0,340,0,16,332,7296,609,468,10,44303
"WISCONSIN",55,"SAUK COUNTY",111,63922,31929,31993,41.1,39.7,42.5,60126,528,730,387,7,831,1313,58075,3281,2051,6,59943
"CALIFORNIA",6,"VENTURA COUNTY",111,847263,419111,428152,38.1,36.8,39.5,678658,15594,6760,62190,1698,44227,38136,384818,361601,293840,1297,88131
"COLORADO",8,"SAN JUAN COUNTY",111,589,292,297,51.2,50.5,55.1,573,0,6,0,0,0,10,523,50,50,0,54625
"ALABAMA",1,"RUSSELL COUNTY",113,57952,27861,30091,36.3,35.3,38.4,28519,25300,179,553,23,1290,2088,26696,3182,1823,142,42443
"FLORIDA",12,"SANTA ROSA COUNTY",113,174755,89306,85449,39.9,38.4,41.7,149250,10858,936,3423,441,2692,7155,143940,9730,5310,263,67949
"GEORGIA",13,"FAYETTE COUNTY",113,112303,54446,57857,43.4,42,44.6,75117,25506,200,5037,189,2557,3697,69850,8115,5267,224,90145
"ILLINOIS",17,"MCLEAN COUNTY",113,172578,83872,88706,33.1,32.4,33.8,143728,14423,355,8797,33,1170,4072,137144,8495,6584,176,67675
"INDIANA",18,"NOBLE COUNTY",113,47506,23872,23634,38.7,38.1,39.4,45774,228,63,314,10,245,872,41360,4888,4414,0,56789
"IOWA",19,"LINN COUNTY",113,223861,110379,113482,37.7,36.6,38.9,197046,12389,493,5086,313,1706,6828,192090,7273,4956,313,64903
"KANSAS",20,"MCPHERSON COUNTY",113,28567,14070,14497,40.8,39.8,42.2,27274,331,172,193,3,30,564,26163,1205,1111,22,59089
"KENTUCKY",21,"JESSAMINE COUNTY",113,53032,25630,27402,37.8,36.9,38.2,48430,2445,156,766,11,346,878,47112,1837,1318,44,58245
"LOUISIANA",22,"VERMILION PARISH",113,59865,28936,30929,38,37,38.6,48737,8693,279,1189,49,254,664,46883,2102,1854,35,51945
"MICHIGAN",26,"MISSAUKEE COUNTY",113,15028,7648,7380,43.5,42.8,44.3,14463,95,75,29,0,65,301,14121,437,342,6,47194
"MINNESOTA",27,"PENNINGTON COUNTY",113,14183,7055,7128,39.6,38.1,41.1,13329,153,233,165,0,33,270,12859,537,470,10,60122
"MISSISSIPPI",28,"PIKE COUNTY",113,39532,18741,20791,37.2,35.4,38.4,17315,21456,198,125,0,169,269,17150,628,165,99,31784
"MISSOURI",29,"LINCOLN COUNTY",113,56477,28056,28421,37.1,36.4,37.7,53593,1088,182,158,13,242,1201,52543,1401,1050,9,64196
"NEBRASKA",31,"LOGAN COUNTY",113,927,503,424,38.6,36.9,44.3,915,0,10,0,0,0,2,875,44,40,0,52708
"NEW YORK",36,"WARREN COUNTY",113,64276,31642,32634,46.8,45,48.4,61452,828,174,641,36,188,957,60271,1646,1181,59,61024
"NORTH CAROLINA",37,"MACON COUNTY",113,34813,16864,17949,50.1,47.4,51.9,32536,580,240,302,0,935,220,30998,2440,1538,39,45507
"OHIO",39,"MONTGOMERY COUNTY",113,531670,255887,275783,39.2,37.3,41.1,386350,108397,1212,11476,207,5335,18693,376009,15959,10341,570,51542
"OKLAHOMA",40,"OSAGE COUNTY",113,47226,23662,23564,42.5,41.3,44,30589,5266,6027,204,16,526,4598,29932,1704,657,18,49103
"PENNSYLVANIA",42,"SULLIVAN COUNTY",113,6135,3243,2892,53.7,52.3,55.2,5866,150,7,5,2,65,40,5833,112,33,4,47407
"TENNESSEE",47,"MADISON COUNTY",113,97625,46221,51404,38.7,37.1,40.1,56534,36352,112,1054,0,1586,1987,54430,3765,2104,261,48161
"TEXAS",48,"DALLAS COUNTY",113,2606868,1285388,1321480,33.4,32.6,34.3,1597069,588903,10155,163971,1240,176677,68853,759485,1047434,837584,8714,59607
"ARKANSAS",5,"POLK COUNTY",113,20094,9720,10374,43.9,43.1,44.7,18409,95,297,57,0,548,688,17603,1324,806,0,37974
"VIRGINIA",51,"MADISON COUNTY",113,13170,6403,6767,45.6,44,46.9,11259,1087,0,111,0,225,488,11148,381,111,0,57895
"WISCONSIN",55,"SAWYER COUNTY",113,16399,8356,8043,50.3,49.7,50.9,12643,42,2899,103,7,138,567,12576,449,67,0,47714
"CALIFORNIA",6,"YOLO COUNTY",113,217352,105438,111914,31,30.5,31.6,150617,5847,1306,30462,955,14506,13659,101452,68704,49165,568,70228
"COLORADO",8,"SAN MIGUEL COUNTY",113,8049,4240,3809,41.8,42.5,41,7619,1,50,149,0,84,146,6909,859,710,0,67038
"ALABAMA",1,"ST. CLAIR COUNTY",115,87989,44013,43976,40.3,39.2,41.8,76774,8447,351,745,11,619,1042,75556,2133,1218,29,58308
"FLORIDA",12,"SARASOTA COUNTY",115,419496,200053,219443,56.1,54.5,57.2,381414,19002,667,7129,79,3669,7536,348391,38526,33023,878,62236
"GEORGIA",13,"FLOYD COUNTY",115,97369,47109,50260,38.3,36.7,39.5,76218,13576,167,1343,0,3248,2817,68902,10776,7316,69,48336
"ILLINOIS",17,"MACON COUNTY",115,105528,50585,54943,41.1,39.9,42.4,82154,15658,249,1064,19,548,5836,80477,2405,1677,168,50480
"INDIANA",18,"OHIO COUNTY",115,5874,2922,2952,47.4,46.5,47.9,5694,23,6,26,0,43,82,5663,74,31,0,60128
"IOWA",19,"LOUISA COUNTY",115,11178,5728,5450,41.9,39.9,43.1,10097,126,96,377,0,382,100,8735,1764,1362,6,56673
"KANSAS",20,"MARION COUNTY",115,11964,5994,5970,44.5,42.5,46.9,11440,95,20,44,0,34,331,11073,447,367,9,52123
"KENTUCKY",21,"JOHNSON COUNTY",115,22634,11121,11513,41.8,40.8,42.6,22018,111,17,341,0,24,123,22008,74,10,0,37055
"LOUISIANA",22,"VERNON PARISH",115,49646,26265,23381,30.4,29.2,32.3,37633,7294,642,1045,204,1198,1630,34780,4617,2853,169,49141
"MICHIGAN",26,"MONROE COUNTY",115,149727,73880,75847,42.6,41.7,43.7,141090,3568,372,864,11,656,3166,136707,5359,4383,54,62203
"MINNESOTA",27,"PINE COUNTY",115,29223,15601,13622,45,43.2,47.1,26701,658,711,164,9,144,836,26054,853,647,49,53422
"MISSISSIPPI",28,"PONTOTOC COUNTY",115,31618,15292,16326,36.6,35.9,37.5,24564,5068,15,25,0,1539,407,24171,2171,393,175,44759
"MISSOURI",29,"LINN COUNTY",115,12113,5885,6228,41.8,40.4,43.7,11739,57,32,43,9,19,214,11485,293,254,0,45930
"NEBRASKA",31,"LOUP COUNTY",115,605,313,292,53.2,49.3,55.9,603,0,2,0,0,0,0,592,11,11,0,51000
"NEW YORK",36,"WASHINGTON COUNTY",115,61616,31902,29714,44.2,42,46.3,57686,1969,196,371,7,518,869,56881,1691,805,251,57258
"NORTH CAROLINA",37,"MADISON COUNTY",115,21499,10526,10973,44,41.9,46.2,20504,349,85,125,0,100,336,20218,523,286,14,45873
"OHIO",39,"MORGAN COUNTY",115,14640,7320,7320,44.5,43.1,45.6,13538,721,10,30,0,4,337,13485,58,53,0,42341
"OKLAHOMA",40,"OTTAWA COUNTY",115,31454,15456,15998,38,36.7,39.5,21248,351,5697,232,215,673,3038,20449,1798,799,11,39872
"PENNSYLVANIA",42,"SUSQUEHANNA COUNTY",115,40970,20601,20369,48.4,47.4,49.4,39944,275,13,157,16,131,434,39438,704,506,15,54966
"SOUTH DAKOTA",46,"SPINK COUNTY",115,6483,3238,3245,43.5,42.6,44.2,6260,14,108,0,12,21,68,6075,201,185,0,54423
"TENNESSEE",47,"MARION COUNTY",115,28538,13878,14660,43.4,41.9,44.7,26529,734,15,136,0,156,968,26174,517,355,0,49432
"TEXAS",48,"DAWSON COUNTY",115,12813,6939,5874,33.5,31.7,37.1,9638,1036,143,24,0,1450,522,4265,7363,5373,51,43239
"ARKANSAS",5,"POPE COUNTY",115,63761,31330,32431,35.3,34.6,36,58162,1909,410,658,0,981,1641,53564,5751,4598,43,43462
"VIRGINIA",51,"MATHEWS COUNTY",115,8788,4382,4406,54.5,49,57.5,7720,777,34,53,3,0,201,7532,222,188,0,64237
"WISCONSIN",55,"SHAWANO COUNTY",115,40904,20420,20484,45.2,44.4,45.9,36288,164,3143,164,7,68,1070,35442,1146,846,0,56531
"CALIFORNIA",6,"YUBA COUNTY",115,76360,38950,37410,32.8,31.9,34,58016,2621,936,5201,351,3581,5654,42145,21563,15871,67,58054
"COLORADO",8,"SEDGWICK COUNTY",115,2322,1109,1213,44.1,45.3,43.2,2175,19,15,22,0,58,33,1961,312,214,0,43150
"ALABAMA",1,"SHELBY COUNTY",117,213432,103346,110086,39.3,38.3,40.2,170998,25878,736,4399,51,7096,4274,166190,12208,4808,213,77799
"FLORIDA",12,"SEMINOLE COUNTY",117,461402,223000,238402,39.2,37.6,40.6,349813,55186,1317,20895,263,19707,14221,278310,98697,71503,4598,66768
"GEORGIA",13,"FORSYTH COUNTY",117,228383,113527,114856,38.5,38.1,38.9,180891,8013,687,29535,96,3900,5261,163760,21686,17131,436,107218
"ILLINOIS",17,"MACOUPIN COUNTY",117,45463,22535,22928,43.7,42.2,45,43970,434,95,222,0,139,603,43670,560,300,0,55159
"INDIANA",18,"ORANGE COUNTY",117,19545,9805,9740,42.4,41.1,43.5,18668,500,17,99,0,36,225,18586,125,82,0,47917
"IOWA",19,"LUCAS COUNTY",117,8583,4317,4266,44.2,42.1,45.5,8505,8,2,0,0,34,34,8368,172,137,1,55205
"KANSAS",20,"MARSHALL COUNTY",117,9749,4887,4862,42.8,41.9,44.6,9430,30,5,38,25,26,195,9224,246,206,0,51895
"KENTUCKY",21,"KENTON COUNTY",117,165668,81938,83730,37.1,35.9,38.3,149303,7640,213,2108,37,2293,4074,146656,5352,2647,94,64339
"LOUISIANA",22,"WASHINGTON PARISH",117,46435,22925,23510,39.4,38,40.6,31086,14032,107,52,0,381,777,30434,1058,652,46,37570
"MICHIGAN",26,"MONTCALM COUNTY",117,63413,32593,30820,40.7,39.7,41.9,60014,1387,332,224,58,233,1165,58184,2222,1830,66,49448
"MINNESOTA",27,"PIPESTONE COUNTY",117,9191,4484,4707,42.1,40.4,43.8,8460,120,173,15,0,152,271,8088,636,372,77,52917
"MISSISSIPPI",28,"PRENTISS COUNTY",117,25255,12146,13109,39.2,36.5,41.6,21115,2533,17,554,0,107,929,20830,380,285,0,39256
"MISSOURI",29,"LIVINGSTON COUNTY",117,15126,6740,8386,40,39.7,40.2,14146,388,85,94,16,73,324,13971,278,175,6,46992
"NEBRASKA",31,"MCPHERSON COUNTY",117,395,204,191,54.8,54.4,57.4,389,0,0,0,0,6,0,389,6,0,0,48125
"NEW YORK",36,"WAYNE COUNTY",117,90519,44902,45617,43.8,43,44.9,84123,2543,148,725,105,960,1915,81402,3992,2721,84,59449
"NORTH CAROLINA",37,"MARTIN COUNTY",117,22849,10777,12072,46.3,44.1,47.5,12460,9625,54,139,77,237,257,11895,911,565,20,40090
"OHIO",39,"MORROW COUNTY",117,35043,17570,17473,42.2,41.5,42.8,33794,312,40,40,0,134,723,33617,519,177,0,59452
"OKLAHOMA",40,"PAWNEE COUNTY",117,16412,8225,8187,41.9,41.1,42.7,12891,169,1876,60,3,38,1375,12582,507,309,5,48009
"PENNSYLVANIA",42,"TIOGA COUNTY",117,40944,20319,20625,44.6,43.1,45.5,39659,297,31,231,13,153,560,39340,518,319,14,51324
"SOUTH DAKOTA",46,"STANLEY COUNTY",117,3017,1619,1398,44.5,41.3,45.3,2745,0,164,0,36,0,72,2657,88,88,0,71382
"TENNESSEE",47,"MARSHALL COUNTY",117,32965,16235,16730,38.9,37.9,40.2,29548,2491,21,106,0,338,461,27973,1778,1575,0,53197
"TEXAS",48,"DEAF SMITH COUNTY",117,18736,9387,9349,31.9,30.3,32.9,16799,191,123,118,18,803,684,4626,13646,12173,72,49701
"ARKANSAS",5,"PRAIRIE COUNTY",117,8189,4095,4094,47.2,44.8,48.6,7020,1017,36,17,0,54,45,6932,142,88,0,42660
"VIRGINIA",51,"MECKLENBURG COUNTY",117,30728,14889,15839,48.4,46,50.4,19193,10891,175,29,4,107,329,18439,911,754,22,43207
"WISCONSIN",55,"SHEBOYGAN COUNTY",117,115178,57965,57213,41.5,40.5,42.8,102224,2280,336,6610,1,1301,2426,97016,7334,5208,64,60696
"COLORADO",8,"SUMMIT COUNTY",117,30649,16696,13953,39.1,39.4,38.8,27978,342,111,179,79,1380,580,25173,4382,2805,29,79277
"ALABAMA",1,"SUMTER COUNTY",119,12797,5927,6870,35.6,32.4,38.3,3229,9204,9,274,0,50,31,3175,68,54,1,24320
"FLORIDA",12,"SUMTER COUNTY",119,125044,62567,62477,67.4,66.8,67.9,111290,8818,416,1105,100,1453,1862,106246,7178,5044,375,57226
"GEORGIA",13,"FRANKLIN COUNTY",119,22766,11116,11650,41.2,39.1,43,19429,2119,19,215,0,570,414,19001,1044,428,0,42488
"ILLINOIS",17,"MADISON COUNTY",119,264776,129045,135731,40.2,38.7,41.5,231440,22999,494,2793,27,1502,5521,225251,8626,6189,397,60738
"INDIANA",18,"OWEN COUNTY",119,20835,10636,10199,45.2,44.5,45.6,20191,98,80,103,0,0,363,20032,262,159,51,49543
"IOWA",19,"LYON COUNTY",119,11776,6012,5764,38,36.6,39.6,11383,10,67,30,34,120,132,11239,312,144,0,64982
"KANSAS",20,"MEADE COUNTY",119,4180,2090,2090,37.9,36.2,39.9,3541,26,9,30,7,454,113,3154,856,387,0,59316
"KENTUCKY",21,"KNOTT COUNTY",119,15260,7504,7756,43.2,42.4,44.4,14846,79,20,32,14,65,204,14779,149,67,0,31198
"LOUISIANA",22,"WEBSTER PARISH",119,39242,19171,20071,41.4,39.1,43.5,24993,13346,164,106,51,25,557,24312,761,681,15,28951
"MICHIGAN",26,"MONTMORENCY COUNTY",119,9265,4673,4592,56.1,56.2,56.1,8951,22,109,14,3,17,149,8881,122,70,0,41772
"MINNESOTA",27,"POLK COUNTY",119,31521,16038,15483,38.7,37.3,40.3,28896,686,549,312,16,369,693,27394,2046,1502,21,59343
"MISSISSIPPI",28,"QUITMAN COUNTY",119,7187,3362,3825,38.7,37.3,41.8,1939,5176,0,16,0,13,43,1871,88,68,0,25283
